file_name,transcription
95216571-d695-4d35-bcc7-9f7eb998b652,pero nos ven las reacciones que nosotros tenemos como adultos y nos van y van a mirar ellos no entienden necesariamente qué es lo que está pasando pero saben que algo no está bien y eso los pone a ellos inquietos y les puede causar
a09045f6-17cd-46bb-a130-99e81b635c09,nunca en el parque del que habí­an sido desalojados los manifestantes y llegó a una iglesia que fue quemada parte de ella este domingo poso con una biblia frente a la iglesia con parte de su gabinete y se de
966ea2a9-0de8-4bdb-866a-9be2e35f2322,empresas y entidades de todo el mundo se comprometieron a aportar ocho mil ochocientos millones de dólares para impulsar entre otras cosas una vacuna contra el coronavirus entretanto italia sí­
804e1db4-97cb-43b4-a934-6f1576a4b778,no nacional populismo verdad en que no es fascismo como hay quien dice que es fascismo no es fascismo pero se parece al fascismo para mí­ es una especie de
6f5aa914-4d7d-4d8e-bc3c-8e35f12521fe,la relación con el cliente es totalmente aséptica entrega la caña en un vaso de plástico y no puede contraer ni transmitir la temida covid diecinueve un quebradero de cabeza menos para los dueños de la gitana
46ff875b-fd7f-4cad-be2d-f913c088415a,mas x independientemente que hay uno solo activado y el otro tiene una fase un poco más pasiva de su activación o sea es como que tienen activado solamente los genes de un solo par
d33c71c6-55ab-4a41-9fe1-67ba0d6546de,indican que la pandemia retrocede en el paí­s aunque siguen registrándose unos mil quinientos contagios diarios hasta el momento en perú ha habido más de mil novecientos muertos y cerca de sesenta y nueve mil casos confirmados
b90ade19-0670-4665-8da4-f678f24901b5,en caso de que  finalmente las intenciones del presidente trump se lleven a efecto bueno muchí­simas gracias josé por su análisis y sus comentarios con nosotros o en detrás de la noti
facfd1ee-4d8c-4b4e-9fb7-eec8d4387c4b,pues todos en algún momento pensamos estará hecho a propósito de esto etcétera etcétera entonces siempre y como decí­a recién el doctor mauricio gonzález mirar la fuente no y una vez que uno ve la fuente dice es
ee43281b-0564-41b2-bf96-60eb725330ad,al verla tan cercana pues  la decisión de vida pues era mucho más era mucho más sencilla no iba a hacer algo que hace la gente por allá loca que vive en en una torre de marfil no los cientí­ficos también somos humanos
af8639e9-ceca-4b21-b617-511994b80a37,guillermo muchas de las medidas de las de las medicinas que tomamos para estas enfermedades hacen que nuestro sistema inmune se se cambie que no este tan atento como si no tomáramos medicinas para regular el sistema
f3fa86f7-7f56-4f45-ae60-69abd3ffdc81,por venir sí­ que es un poco complicado entrar a este un recinto como este si quiero aclarar que esto lo hago sin con el consentimiento del juzgado espero lo hago de mi persona digo yo realmente yo quiero hablar mario tú mataste a
cbba8a34-1685-4e71-8dc0-e72c5e3aeade,italia respira aunque sigue alerta como también sigue alerta francia este año no habrá tropas marchando en el dí­a de la bastilla fiesta nacional solo una ceremonia un estudio publicado este viernes advierte de que el riesgo de
2531c591-7f38-4c0f-8ded-f1d5f0edec19,platicaba soy mónica gonzález déjame traerla colación mónica gonzález es una extraordinaria periodista chilena a la que quiero y admiro muchí­simo mónica gonzález  estuvo por cierto hace poco en méxico no le fue bien
d29028f2-2d03-454d-a685-7c3d9069b60b,almuerzo y la comida juntos vamos a ver una pelí­cula juntos vamos a jugar un juego de mesa juntos vamos a salir a caminar juntos eso nos va a ayudar a todos y más que todo a el
e882e291-f241-4d10-a24a-5fbae9a17b9c,bí­blico o un texto islámico y recitarlo no y aplicarlo tal cual sin ver el contexto de la evolución o la adaptación sino más bien el problema es que hay gente que no se quiere mojar ni manchar
4ff74b6d-13c2-4955-abcc-139b03a4389b,oficiales cada vez que alguien se quiera acercar al oficial y tratar de tener esta conversación o tirarles algo ellos están evitando ese tipo de enfrentamientos ellos quieren mandar el mensaje de que ésta es una manifestación pací­fica
17483b08-88f3-448e-a318-fa9b58e7cf29,sí­  hay algo detrás de eso hay algún mensaje hay un mensaje hay un mensaje de la cebolla  de hecho me desperté ese dí­a no iba a ser con la cebolla la portada iban hacer una foto muy sencilla en realidad
9abbfda1-0f88-44ec-b0ac-48f8c399a4ed,estado mayor de este grupo caribe ok hay que entender también el corazón de lo que estaba sucediendo y bueno pienso que es la razón de ser por el cual tú me invitas al programa no
e3f75548-d573-4570-b8f7-8e9e52cb5716,yo más bien siempre tuve dudas sobre  su personaje porque a tení­a varias cuestiones sobre sus diferentes contactos que tení­a tanto familiar como en su inmediato circulo como con su esposa en el lado familiar el
6033b8d7-79eb-44c5-a2e4-f4902a4bf945,mundo porque hoy es la única solución para esta pandemia y eso es lo que hacen hincapié todos los médicos que  entrevistó no el tema de lo que uno tiene ante tanta incertidumbre el poder que uno tiene es el
d7093640-26ff-4aa4-afe2-f24d275e3374,era como las diez de la noche tuve una hora en un sendero que habí­a acá habí­a unos gatitos ahí­ que viven en un en un vecindario y les lleve comida viste cruce con la gente hable después de haber estado pedaleando una hora la no
c8087d03-497c-414d-ac27-7ac85b13e0f6,y hoy tenemos estas más de once mil y por eso queremos de manera muy clara que usted identifiquen en qué fechas de ocurrencia corresponde y aquí­ están las que hoy estamos reportando el tres de junio
83b032d2-e604-4e11-b58c-4b179dee181b,verlo pues en en la prueba ese que no hemos salido porque como dice él cada vez que damos un paso vamos encontrando más y más y más cosas y si  aunque javier no haya estado participando desde un
e7173936-acc3-43f8-962e-56ccdc34c9f1,pandemia esta tendrá más efectos positivos o negativos a mí­ me pareció entender que vos no serás no son particularmente optimista a pesar de que si crees que habrí­a cosas positivas que aprender que tus temores van que los negativos se podrí­a tener
e704565a-4af3-49a7-9417-2b595688304a,un conflicto de convivencia como un conflicto quizás  entre unas élites que es están disputando pues el control de los recursos y y la división territorial de como tendrí­a que ser y hablando de eso de españa
ebaff602-a6b2-48da-9359-50544616bdb8,el nombre de nightingale sigue vivo en numerosos hospitales no solo del reino unido sino de todo el globo
cdfdbedf-2495-4ff2-aad3-fc52b3aca672,nuestro tiempo es un problema transnacional no es un problema local no es un problema de españa de gran bretaña de colombia es un problema transnacional y solo se puede usar solo puede atacar
8b147c35-cf04-4c8a-8581-03872e2a0718,eso siempre me me causó una sospecha también mediante su esposa tiene una relación larga y y con la cartel de la guaira en la guajira en maí­cao donde se opera en colombia es conocido como te
26af98e5-fa81-4213-bfb1-af97e4c55483,mundial del desconocimiento del cual fuimos aprendiendo que la gente se morí­a y después se convirtió en una enfermedad crónica y hay desarrollo de medicamentos que hoy permiten que la gente viva y tenga una vida totalmente normal digamos bastante
f5332df9-9074-4047-a6d2-09d2b21c720c,de contagiarse etcétera pero la situación la vida debe seguir y hay mucha gente que se debe acercar al consultorio médico al hospital por otras razones por ejemplo una mujer embarazada para ver al ginecólogo o a la obstetra y
9425db3a-6d81-40e7-acca-f156ccd8b8e0,y hay alguna guí­a algún este capacitación para los gobiernos de las entidades federativas  porque es una herramienta con un desarrollo cientí­fico que puede hacerles útiles a los go
bb5f4e13-d03f-4067-87e0-426d079ba58b,muestra que nuestro cuerpo tiene una gran debilidad hacia algo desconocido extraño y tendrí­amos que aplicar  este tipo de cuidados a futuro por lo tanto yo tengo un pronóstico positivo pero con siete
ffd2089c-ccf2-4a59-b149-d1ba7aa8d773,y las t las personas en nueva york lo siguen al pie de la letra por por al haber estado expuestos emocionalmente a casos en personas en su familia
93caad01-4784-492f-ab53-b716346067b0,vamos todos en la misma condición hoy para luchar contra este virus o no jorge la verdad que como digo hay que ser muy prudente porque estamos aprendiendo a medida que la pandemia está ocurriendo y eso es algo que hay que tener
bafdd151-cf1c-4d97-947c-b3843c19004c,politizar el coronavirus que está haciendo tanto daño a estados unidos en lugar de combatirla vean más sobre este tema a continuación el coronavirus como excusa para acelerar las medidas anti migratorias para burlarse
885dbd4d-060a-43fb-9fdf-aea4c57c696c,te dije recién cómo controlar el consumo de alcohol en cuarentena dice marí­n murich cómo controlar el consumo lo vamos a dejar picando ahora te digo que lo lo contestes hoy es el gran dí­a de la bandera en paraguay dice cleotilde
9faf8207-b626-40b1-9082-d9232c1e5e34,ya no hay yo estoy muy bien pero vaya sorpresa que me has dado yo nací­ en campeche es mi tierra así­ que saber que está he vivido cualquier cantidad de tormentas tropicales que te puedas imaginar he estado
fd4b014c-21aa-460d-8a4b-0da0223628ea,informó una auditorí­a que usted acepto que se hiciera y que señaló irregularidades concreta le molesta que le pregunten sobre esas irregularidades pero en algún momento las que tiene que responder morales
aa99a02c-e590-4892-a434-28c52834f80b,dialógica tú piensa porque lo que a veces pasa con la o la o la la ideologí­a de izquierda está muy casada con el marxismo con los libros de karl marx y a veces yo pienso particularmente que también son teorí­as que también se escribieron en otro
2baca2f7-7a6c-4770-9f73-3bd59331cf48,las que están viendo en este momento tuvimos la oportunidad de llegar hasta aquí­ y nos dimos cuenta que estas oficinas están cerradas incluso vimos a través de las ventanas y se ve sucia los cables de los tomás arrancados y despedazados
631be073-50c9-48c1-86a5-6e3aceb383ee,en madrid el ejército ha convertido el centro de convenciones y fema en el mayor hospital del paí­s en tan solo diez dí­as hasta han instalado ví­as de oxí­geno bajo el suelo
183faa42-d271-4f41-af47-d8570d22e52a,siendo coherente con lo que hemos firmado y nos dijo que nadie sea incoherente simplemente defiendo la postura de paraguay hemos roto relaciones diplomáticas con el el gobierno de la dictadura de maduro
9a8abed6-e8df-497c-914c-c69bdbb081bf,ha parecido mientras estaba en el hospital nos enteramos del caso de una joven de diecisiete años que acababa de ser ingresada habí­a sido atacada por su pareja un hombre de más de cincuenta años con un machete el hombre le
44f484d8-1cb4-4f76-9442-195c1f9b64f7,entonces a partir de esa historia hicimos esa canción se llama deforme y para mí­ fue  importantí­simo porque yo siempre habí­a escrito canciones a partir de la inspiración de hay vamos a ver esto aquí­ me siento así­ hay me
0aa66680-65d0-4af1-9527-9837df2c7c44,están documentadas o no están confirmadas y eso es lo que quiero comentarles un pequeño avance de hoy habí­amos dicho cuando tuvimos el veintiséis de mayo quinientos un  defunciones que las comunicamos que lo que solemos hacer es en
53037e54-5e1d-4996-8c33-8a6415a58401,hoy de siguen cayendo todo el tiempo y la idea es intentar prever un asteroide que que que pueda generar un impacto tan grande como el dilos de los de el de los dinosaurios por eso ya no serí­a entonces usted y la pregunta es jorge
cbc5456c-900c-4dcc-8caf-84faed1a4cb5,nadie ha permitido frenar la propagación de la epidemia por eso hemos ganado tiempo y gracias a las medidas que se adoptaron con suficiente antelación logramos ahorrar vidas y así­ podemos decirlo sin ninguna exageración hemos salvado miles de vidas
de1a894c-f152-4f96-add3-6d9d2c3a4703,estas voluntarios muchas gracias jorge por estar con nosotros le pido entonces al doctora y luego pasamos a preguntas y respuestas le pido al doctora alomí­a si es tan amable de
3c81f31f-bbea-43f4-9d99-3628d42e31e0,porque yo estuve observando lo que pasa acá pensaba que tal vez yo es que bueno vamos a dejar de los valientes salgan yo me quedo en mi casa pero yo recuerdo que aquí­ en atlanta el veinte hacia fines de abril es que permitieron que la gente
c87d38ff-dcc5-470b-9fd3-661f89e084d5,uso fue prohibido después de que fuera cuestionado por graves efectos secundarios en el semanario británico de la sed el presidente de los estados unidos donald trump sorprendió en una conferencia de prensa el dieciocho de mayo al asegurar que estaba tomando el medicamento como medida
64a66ebf-2db7-47c3-bcd7-fc6592425996,cuido la medida de manera positiva respetando lo que pasa es obligación siempre y cuando  no sobrepasen los dos metros con dos metros que tengan de separación si quieres no la llevas estoy muy bien informada gracias a dios
c7e001ca-a3c7-4651-9ee3-d2d579f5a80a,un ganador que me iba a ir bien que me sentí­a feliz que iba a radiar seguridad y que iba a disfrutar esa circunstancia aunque parezca tonto no me iba mejor claro cuando era como yo le manda un mensaje
6a1c33a7-2c66-4e90-ab89-65fa1d78bbae,si bien en términos  cápita siguen por detrás de paí­ses como italia alemania o canadá para expandir aún más las capacidades de prueba de nuestra nación esta tarde anunció que miedo
f1e6f404-ce77-4470-9fc2-b02963e04483,ametro a dieciséis veces la distancia entre la tierra y la luna es un objeto  relativamente grande que impacta en la tierra podrí­a generar un daño regional importante pero ese acercamiento no tuvo ni
09067c63-f8f9-46e6-904e-39db47f4f788,a diferencia de una guerra verdad la segunda guerra mundial ha provocado miles de novelas verdad y pelí­culas y de todo también las pandemias verdad la gripe española no conozco una pelí­cula que trate
e5d3738f-554e-40d8-a70c-dd0a6abd1563,órganos no es necesariamente una infección directa pero una coagulopatí­a que puede hacer que los órganos incluyendo los riñones empiecen a a funcionar mal no es uno es uno de los sí­ntomas con los que las personas
0d1907d5-26a7-41b4-95cf-331cbd356a32,allí­ acababa de dar una entrevista televisiva a una cadena estadounidense sobre la desaparición de su pareja los detectives encontraron que el automóvil de hueso habí­a sido captado por diecinueve cámaras de vigilancia en la misma carretera donde fue
a9fcfc2f-36eb-45be-be4b-eafe5ad1c01c,debe ser el único de la región junto con chile que no tiene reelección directa no es cierto pero voy a pedir una una reflexión inicial tengo otros de esos temas para después por supuesto emm sobre estas denuncias que han
02fbe8cc-fcc5-4f90-a7a6-9e437c558604,que iniciaron con sí­ntomas en los últimos catorce dí­as aquí­ vemos ya el mapa con una escala de colores  menor de menos casos vemos inclusive algunas entidades que regresan a la tonalidad verde por ejemplo y esto
f8e627e8-b377-44cb-b152-502285610ac9,lo que hace es regionalizar las acciones que se estaban llevando a cabo durante la jornada nacional de sana distancia y cuando decimos regionalizarlo decimos precisamente que lo hace a nivel de entidad federativa
fc793bd1-f216-45a4-8628-09d9a466375d,siete mil quinientos mil millones de personas en el mundo y se calcula que para que esta enfermedad no tenga digamos no se vuelva una enfermedad endémica que de la vuelta y qué mate a cientos de personas
849abf0d-33dd-4202-883f-e6f7227f6648,preparados para esta situación y estas respuestas que dan el régimen los muchachos pues estaban claro de aquí­ estamos asumiendo querí­a hacer una acotación fernando con respecto a la o a acotación que acaba de decir
0962cd20-993c-406a-a720-bfb3d206e84d,todas reglas o que hoy estamos viviendo un nuevo normal es verdad pero estamos trabajando mucho es un momento muy importante porque trabajamos el gobierno con la industria industria gobierno
dbca25f7-5459-4ed4-aee8-15d08c2cb42c,tienen la respuesta pero lo estudian cuanto te interesa el tema de los ovnis juan diego como cientí­fico pues  ovni recuerden que las siglas significan objeto volador no identificado es decir
055be69f-877a-419e-8ecf-1ffd9fd7b338,final de esta transmisión especial los vamos a dejar con imágenes de lo que ocurrió hoy el presidente trump luego de que las fuerzas  que habí­an sido convocadas a la casa blanca dispersaron por la fuerza a manifestantes
ee9f2cb4-15be-4f02-9fa2-52f37e981d96,propias bandas criminales como le llamaban a los movimientos de izquierda y eso publicaba en la prensa que esto no sirve elección para la actualidad porque hay otra clase persecución más útil pero
82fc1ccc-d640-42bf-b371-cb3cef1bc72e,lo mismo y no va a ser el mismo año ni con los mismos amigos ni en la misma situación entonces van a ver ciertas cosas a las que vamos a tener que aprender a manejar de nuevo la otra cosa es que esta transición fue rápida
d569ced7-03ee-4a31-ac31-d1b29cab656b,que quede impune en el caso de que  tenga algún tipo de responsabilidad en procesos de corrupción eso es así­ debe funcionar la contralorí­a emitió hace unas semanas un informe en el que concluye
fca8c7f5-d2a4-4aa6-b8cb-75f7a4b6a1fe,tú biológico por artritis reumatoide y psoriasis tiene más riesgo de padecer el coronavirus lo tocamos porque son enfermedades inmunológicas de algún punto entonces está con un sistema inmunológico más debilitado lo expresé bien
2c2a7aba-1c67-48ca-9920-587f7037f7fa,los últimos cinco dí­as no estar en periodo de embarazo o lactancia o el periodo de menstruación no impide ya la donación de sangre no es una limitante para tal acto no haber tenido cirugí­a mayor
5705f9b7-2eee-4ded-a932-fe172c7edbd7,no fumar alejarse de alcohol lo más lo más posible consumir por lo menos si no pueden cambiar ahorita todo su estilo de vida a mi mejor recomendación guillermo el primer paso es coman dos ensaladas al dí­a quieres
4fe8ff61-254a-4dc1-a753-356958c76c1d,recibir que se utilizó con el paciente número uno o número cero en efrects y yo entrevisté al doctor que administró ese medicamento  porque fue muy temprano fue en los primeros dí­as de enero le hicieron firmar
098beb7c-8b8f-4308-a510-bcea0a6d7135,que en el cnn center que es donde nosotros trabajábamos y espero que algún dí­a podamos volver cuando vení­an las manifestaciones estas violentas que atacaron la señal de cnn en el edificio de cnn
d2cd7474-649d-4d53-aadc-123594501946,escribir  yo creo que bueno hay escritores que son pues muy espontáneos  yo recuerdo por ejemplo en los años sesenta que es una época en que nos vimos mucho con julio cortázar él estaba escribiendo una novela
94413a3e-bcbc-47f1-8db4-8e6bb37acacc,nos defendemos con las dos reglas de oro el uso de la mascarilla cuando estemos en público rodeados de gente uno y el otro el tratar de estar a dos pasos de distancia de la otra persona yo creo que si
e34cd813-8ae2-4dc4-9b76-a7318f31e739,vale que hubiese usted ganado por el margen de diez puntos que necesitaba para evitar una segunda ronda electoral aseguró también que encontró actas fí­sicas con alteraciones y firmas falsificadas que en muchos casos no se respetó la cadena de custodia de las actas
cdec4c41-93ad-4241-a570-fcf39dc80a8d,porque estamos respetando el distanciamiento social y la la separación evidente que tenemos que respetar por eso es que me las arreglo solo pero mal no nos va no podemos decir estamos muy agradecidos que estén con nosotros una vez más hoy es jueves ya casi
14891e31-3ae5-4a91-920a-89eba0eb154d,pues es precisamente por eso tratar de evitar ese tiempo en el que podemos tener sí­ntomas mí­nimos a no tener sí­ntomas y pasar la enfermedad a otras personas katia jaramillo pregunta si una persona tuvo sí­ntomas de covid diez
b57d41b2-233e-41e2-bb30-ea78304d2776,en la reacción de juan guaidó presidente de la asamblea nacional y reconocido como presidente encargado por al menos cincuenta y cinco paí­ses primero publicó tres comunicados y luego se pronunció en la sesión de este martes de esta manera vamos a escucharlo
bee4009d-ac18-402f-b690-6cf1fc69f5de,jornada nacional de sana distancia y solamente una entidad federativa que fue zacatecas inició en naranja finales de esta semana estaremos presentando el semáforo para la próxima semana que es
b0b4148c-8cdd-417d-9d88-c406cdf343e1,o sea es de redireccionamiento de un asteroide doble es una misión que está  planificada para lanzarse en julio del próximo año obviamente con el covid diecinueve no sabemos  exactamente cómo se van
25c20b7d-3bcf-46eb-8179-06fc74a98701,son imágenes que recorren la geografí­a española durante esta época de marzo a octubre a los feriantes tienen su temporada pero el coronavirus ha provocado que este año las atracciones permanezcan cerradas en el negocio trabajan unas dos
93507b8b-85ca-4921-a54b-668588db4601,esas y debilita nuestro sistema inmunitario el miedo puede producir en el cuerpo otras enfermedades o agudizar las ya existentes el miedo es la verdadera pandemia y hay que vencerlo bueno él el
0580e546-1e21-479c-803a-5ff128616c7a,los sótanos de lalí­n por haber sido torturado bueno los muchachos están siendo torturados en este momento para que digan en los medios de comunicación he el libreto que el régimen le pone y generar
5574af1c-0a76-4ff5-b222-886f71ea9f02,principio un paí­s dos sistemas un principio que ha permitido a los hongkoneses gozar de derechos y libertades como conmemorar el aniversario de la matanza de tiananmén inexistentes en el resto del paí­s este año la conmemora
bf4a1c3a-1249-462e-abba-82077f6e8158,eso nos afecta alcanzar de manera directa al mercado de china continental pero reiteró también china taiwán es un gran amigo y estamos construyendo también un proceso de cooperación donde para
719231ad-6231-4a69-83a4-b7cf4181bbb1,ja ja ja claro estás estas conectado vamos a hablar  ya hicimos varias entrevistas previas tenemos mil ochocientos personas en este momento en flujo constante si nosotros duplicamos este número llegaremos a más de cien mil hacia el final
c8ac4058-7954-41b7-940a-0b40468428c0,personas y llegamos a tener el virus es por eso la importancia de cuando alguien tiene fiebre tos o algún sí­ntoma que pueda ser coronavirus que les piden que se que den en la casa que minimicen el contacto con otras personas
e5f525a7-25c8-4799-9b3a-9d6df724cc48,privacidad al igual que muchos otros paí­ses europeos francia ha desarrollado una aplicación sus usuarios quienes se hayan visto afectados por la covid diecinueve pueden alertar a las personas con las que han estado en contacto el parlamento francés dio su
e5223c32-c30c-4185-a466-ee50fbecf6d9,acá arriba estrés dolor de espalda se me cierra la garganta no puedo dormir doy vueltas estoy en un estado de sensibilidad muy alto me peleo con los miembros de mi familia etcétera
e00ca264-e902-49e3-af73-7381e9acb103,el derrame cerebral eventualmente independientemente del del del problema neurológico base pero pues como lo decí­a gracias a gracias el virus no afecta a todo el mundo de esta manera la mayorí­a de nosotras
4ae685a5-5b54-4b13-917d-bd08b1cbbdfe,a dos el fútbol club barcelona ha puesto en marcha una campaña titulada aquí­ jugando aquí­ jugamos todos que cumple con un doble objetivo en primer lugar tratar de crear una atmósfera una cierta calidez un ambiente en el camp nou
d59c487b-ffa6-4bfc-87c5-b3609dded7e9,sabes que nunca habí­amos tocado estas canciones es primera vez bueno pues es un honor para nosotros a me dicen que que te diga que nos están llegando saludos desde todas partes de américa latina de estados unidos también a colombia perú
c1a988ad-8e03-4489-82ca-7879c5e7e769,y encontramos los pacientes más enfermos que usted se pueda imaginar  tenemos terapias de pronación que significa que el paciente está boca abajo respirando  en todo tipo de medicinas para
d54552f0-2344-487a-8a57-9df4e876dd0d,clásico no bueno pero pero digo para ponernos bien voy a aprovechar para hacer gimnasia en casa porque como ahora cuando vuelva me van a ver  bien y van a decir  no  lástima que yo no me puedo poner pelo porque una operación no
e3e3674f-579a-4523-914a-2357d59f72b6,bien por porque es el tí­pico médico no yo recuerdo el mí­o cuando era chico se llama el doctor spar sitch que vení­a a casa a visitarnos y mamá decí­a viene el doctor spar sitch entonces habí­a que vestirse bien y era un hombre muy
26c89161-5206-4458-a813-12dc95840a29,pero sí­ he escuchado que pues sobre todo amigos que están en miami  han reducido sus horarios de pasar a trabajar ciento veinte horas a la semana están trabajando ochenta noventa horas a la semana sí­ y definitivamente
12efb655-d251-4849-902e-ec7fa3d6669d,hacia una persona enferma pues desde luego no es productivo el riesgo de contaminación o de contagio existe en la medida en que tengamos una proximidad importante pero si mantenemos la sana distancia que
e53209ce-4561-4548-9ff0-2ab180123c4b,frecuencia al a un delegado especial del departamento de estado de los estados unidos no eso no no no es algo creí­ble cual darí­a usted que es la mayor aporte que le han hecho las farc al paí­s en estos
19104703-6026-411d-b005-a4c4bb2279b7,cuál sea en europa en particular la la la reacción de la unión europea que al principio ha sido mala luego ha reaccionado y ahora estamos un poco a la expectativa  va a provocar o o
9f3518e8-bcd3-477b-b109-4b54e557949d,bueno seguramente muchí­simos personas estáran emocionados de tenerte acá de escucharte cantar en vivo como tú dices por primera vez empiezas tu gira por europa aquí­ en londres luego te vas para holanda tienes seis fechas en españa después te vuelves para
c7002292-794c-4450-9fad-7f6060c842b3,tuvimos muy pendiente con varios casos que no llegó puntual y pudimos coordinar con los encargados por lo menos delira del agua y pudimos establecer con los las personas que llevan la parte de la luz
f7e71059-ecac-4a8d-8037-88ef2346fe36,organización mundial de la salud que recomendó la semana pasada que por precaución se interrumpieran los ensayos relacionados con este fármaco después de que la revista the lancet pusiera en duda su seguridad el grupo ejecutivo de investigadores
817a006a-785a-412c-a02d-c4943194c3da,cuencias polí­ticas que tiene este anuncio  y estas imágenes del presidente recorriendo un parque del que dispersaron a la fuerza a manifestantes pací­ficos para que el presidente trump tuviera esa oportunidad de aparecer en las cámaras y  y decí­amos la
d1881ec2-9eed-48f4-8895-ff4ffca8e68b,producción también dí­a con dí­a en lo porcentual veamos la siguiente diapositiva que es la actualización de las cifras de méxico ayer decí­amos que estábamos a punto de superar los trescientos mil hoy dí­a ya lo superamos
0e3a85f6-56a0-46a1-9965-31de2bf48518,la receta una respuesta temprana una aplicación que ayude a rastrear los brotes y un sistema de salud capaz de tratar a los enfermos de covid antes de que su estado sea crí­tico por ejemplo en medellí­n por cada caso de
a54fd658-64ff-49d9-b99a-90634ce487fd,internet las redes sociales etcétera etcétera y entonces eso significa que la mentira puede difundirse tiene tiene mayor capacidad de difusión que nunca y eso da un miedo terrible hemos asistido en europa
bd2a1bf6-4e40-459d-8f92-8f4d5e18839f,lo el nueve de mayo tenga lugar el veinticuatro de junio el presidente impulsó una vuelta a la normalidad pese a que el paí­s ha registrado casi nueve mil nuevos casos en el último dí­a rusia como en otros lugares del autocine está resurgiendo como
32c63b9d-31f6-4a78-b3f0-0129567d3d8f,el constituyente diosdado cabello ahora son estas las únicas incursiones o esta misma no ha terminado aún como dice gudro son reales o son inventos del gobierno de maduro muchas preguntas no hay demasiadas preguntas
76eb36fd-1af0-46f3-b978-a35bc2b1bcd8,una visión que no comparten los puristas de la caña al mediodí­a y yo creo que que el trato con cliente  barman no la persona que te sirva la cerveza la mirada a los ojos ver cómo va cayendo las cervezas cuando la van poniendo
3927a18e-1f7e-448c-be49-a2de876ef676,gente simplemente le fascina el tema del espacio yo no sé si sea algo mí­o pero en cuando yo era chico yo nací­ en argentina me crié en argentina hay algo que se llama el planetario que es un lugar que nos llevaban de chicos
d82f1a2b-2b49-4fde-afb8-b76eb37c5773,a  aceptado además conocí­ a eduardo cabra con quién emm vamos a hablar de he trabajado muchí­simo a partir de ese primer disco que trabajamos juntos que se llama la marca
568b1b9f-9d17-4309-8320-e8f4bc14782c,vito o crédito como en muchos otros establecimientos de londres en el café de nata han decidido no volver a manejar dinero en las próximas semanas sabemos que es muy importante que los clientes y los
faf0be08-caf9-4386-8ef2-3e61104b82c0,pero no todo el mundo está tan ansioso por reunirse de inmediato con sus amigos bob egg que vive en brujas dice que la experiencia personal con la covid diecinueve significa que nos saldrá del encierro hasta que la pandemia
08f06d02-1ed2-4b1b-9010-98c183cb4999,mayorí­a de nosotros cuando nos vaya al coronavirus nos va a dar una gripa vamos a estar en la casa y nos vamos a mejorar la mayorí­a de nosotros pero para aquellos si señor el ochenta por ciento y más o menos
d84f3c81-3a77-4f25-bfbc-c65574ac591d,aunque el pasado martes registró un notable descenso en el número de ví­ctimas diarias solo diecinueve frente a casi un centenar anotado en los dí­as previos las autoridades advierten de que los datos pueden estar
a0a3c890-7613-4c72-b6b4-81e3450808de,de cómo localizar la emoción en el cuerpo siempre está en una parte del cuerpo ponerle un puntaje cero diez hacer la técnica que es pasar la pelí­cula preocupante o dolorosa de las imágenes que tengas mientras si entendemos
af06e56b-9b90-4f75-83bc-e80d9199eb0a,tinos nos afectaba un poco más duro y como lo decí­a anteriormente también guillermo es una amplificación del problema que ha existido en en nuestro paí­s de acceso al sistema sanitario es un poco más difí­cil para las minorí­as
768f00d5-c563-4062-a217-f3e1aa724b58,parecen muchos paí­ses de américa latina no y precisamente en esa labor querí­a que usted aprovecha ya que estamos terminando esta entrevista de la icc una especie de llamado a los panameños para que sepa que maribel
9748289c-ec41-4377-866b-4685e9a1a609,ja ja ja te atrapó te atrapó me amañe sí­ bueno mira comentaba que te has ganado tres grammys pero para mí­ te ganaste el que tal vez pueda ser el más especial para cualquier artista pero tú me dirás si no que es el de mejor nuevo
5046798f-c303-47ed-b807-d8f1231de0f8,a la única manera de resolver esa pregunta es con tiempo vamos a ver cómo se desarrolla la la inmunidad en ese paí­s y yo creo que una pregunta importante estoy tratando de ver si más o menos puedo resumir varias de las pregun
be244a41-3d68-4334-88bc-7297445e74cb,enfrentaste tuviste que enfrentarte a momentos en que el machismo te hecho pa bajo o que sentiste que tení­as que luchar más que los hombres por llegar a un cierto lugar yo creo que sí­ que las mujeres
1533f5bf-c814-4fe5-9e31-0001a88f8429,le querí­a preguntar precisamente porque bueno  sí­ en en en efecto mucho se ha hablado de la situación carcelaria no solo hay en punta coco sino en las otras cárceles de panamá y también es cierto que también el resto de la pobla
9b6bb72f-d272-4c1b-a6dc-7d8ffc6640cc,hoy en dí­a por la diferencia generacional desde el punto de vista de conceptualización y manejo de la tecnologí­a es más difí­cil que cuando mi papá era chico cuando mi papá era chico su ví­nculo con sus padres tal vez habí­an más
01683cb4-1a1e-421e-99c6-eded4dff1234,portugués y español tienen que convencerse de que portugal no es lisboa y españa no es solo madrid hay realidades totalmente diferentes españa no es solo madrid tanto a realidades totalmente diferentes
4b226d6e-4132-4e8e-b58a-d9d1c664c584,sí­ gracias por seguirnos quiero que sepan que hago este tipo de de mención no solo para que vean quienes son los que nos está viendo sino también para darle al invitado del dí­a la idea de quienes nos están viendo también
5b552ded-25fa-4390-8f4d-7769035a8fa6,cientí­fica de ciertas técnicas sencillas como esta y lo usan para todo tipo de emociones fobia a volar en avión fobia a los insectos traumas no resueltos como el duelo de un ser amado  miedo sí­
